superplasticizer,age,strength,w_c_ratio,w_b_ratio,cement_aggregate_ratio
0.0,28.0,49.24927068,0.95,0.48,0.11
15.9,91.0,56.49566344,0.41,0.29,0.22
0.0,90.0,40.563252032,0.6,0.48,0.25
0.0,28.0,25.216895224,0.63,0.63,0.16
0.0,3.0,4.565020596,1.88,0.75,0.06
0.0,270.0,51.732763232,0.86,0.6,0.17
6.72,56.0,42.69924868,0.75,0.49,0.13
8.3,28.0,33.399596392,0.77,0.46,0.15
5.75,100.0,43.58177796,0.75,0.51,0.14
3.4,28.0,23.744174488,1.25,0.57,0.08
9.61,100.0,56.63355864,0.72,0.4,0.12
0.0,90.0,43.25082948,0.96,0.58,0.11
0.0,28.0,20.593958644,1.88,0.75,0.06
5.0,28.0,33.71882378,0.75,0.43,0.16
0.0,7.0,23.404952296,0.58,0.58,0.19
0.0,3.0,6.883728384,1.44,0.58,0.08
0.0,90.0,69.65776028,0.32,0.32,0.31
7.48,56.0,43.38872468,0.87,0.58,0.1
15.3,28.0,44.32641204,0.57,0.37,0.21
8.5,28.0,29.870858224,1.33,0.43,0.09
0.0,28.0,31.35047372,0.48,0.48,0.22
0.0,14.0,25.62092816,0.57,0.57,0.21
7.91,3.0,15.52010476,0.98,0.4,0.09
23.4,3.0,28.99936056,0.34,0.27,0.2
6.0,28.0,53.524711356,0.68,0.37,0.19
3.93,28.0,57.915984,0.41,0.31,0.32
11.0,28.0,32.83974188,1.27,0.41,0.1
11.6,7.0,22.89749796,0.45,0.3,0.21
7.48,3.0,12.17614616,0.87,0.58,0.1
11.1,3.0,39.300132,0.42,0.3,0.28
9.0,28.0,37.171030112,0.77,0.46,0.17
0.0,7.0,10.787541496,1.11,0.66,0.1
0.0,28.0,30.439675924,0.96,0.58,0.11
0.0,28.0,28.021683592,0.97,0.58,0.11
8.26,28.0,41.36856,0.31,0.31,0.32
9.0,28.0,18.28490352,1.25,0.57,0.09
10.0,28.0,13.29309728,1.33,0.6,0.08
0.0,365.0,38.995383608,0.96,0.48,0.16
8.9,91.0,74.19451236,0.38,0.3,0.29
11.66,3.0,15.60973664,0.75,0.41,0.12
0.0,7.0,21.179323768,0.55,0.55,0.19
7.0,28.0,29.41304616,1.42,0.42,0.11
9.73,14.0,29.55094136,0.99,0.4,0.1
0.0,7.0,14.596896396,0.66,0.66,0.16
4.6,28.0,57.218234288,0.59,0.39,0.2
0.0,28.0,21.6495464,0.65,0.65,0.16
0.0,3.0,9.731264264,0.81,0.49,0.15
8.71,56.0,42.54756396,0.75,0.51,0.11
9.9,14.0,38.76923548,0.58,0.4,0.15
0.0,90.0,52.908319812,0.6,0.6,0.24
0.0,3.0,11.85209244,0.62,0.62,0.17
14.17,3.0,21.78054684,0.58,0.42,0.13
6.0,28.0,41.540929,0.74,0.42,0.16
4.49,56.0,28.62704352,1.06,0.54,0.09
32.2,7.0,54.89607912,0.29,0.24,0.28
5.46,7.0,24.13166,0.63,0.41,0.17
0.0,3.0,8.06342182,1.38,0.55,0.08
11.19,28.0,63.14221208,0.58,0.4,0.15
0.0,3.0,14.69962832,0.48,0.48,0.22
7.8,28.0,10.535882756,1.39,0.62,0.09
0.0,3.0,19.10537996,0.49,0.49,0.23
9.52,14.0,36.9903874,0.59,0.42,0.17
5.75,14.0,20.72564856,0.77,0.52,0.14
0.0,28.0,17.3403214,0.8,0.8,0.12
10.8,28.0,38.630650804,0.61,0.43,0.2
7.77,100.0,40.56876784,0.85,0.51,0.1
0.0,28.0,27.82725136,0.62,0.62,0.17
10.1,7.0,46.20178676,0.45,0.3,0.22
0.0,28.0,36.93522932,0.47,0.47,0.22
0.0,28.0,40.856968808,1.2,0.6,0.12
0.0,7.0,8.374375496,1.25,0.75,0.08
7.56,3.0,13.62404576,0.93,0.49,0.1
9.0,28.0,28.98557104,1.25,0.4,0.1
3.57,28.0,39.1622368,1.01,0.42,0.1
10.3,56.0,80.19984832,0.57,0.3,0.2
8.9,3.0,37.79707432,0.38,0.3,0.29
6.0,28.0,33.41890172,0.7,0.48,0.19
0.0,7.0,21.859147104,0.64,0.38,0.17
8.08,56.0,53.72396992,1.06,0.41,0.09
4.46,100.0,40.7135578,0.85,0.59,0.12
6.72,28.0,33.72916592,0.75,0.49,0.13
6.65,28.0,40.2309246,0.85,0.54,0.12
11.61,28.0,46.68441996,0.41,0.31,0.22
0.0,28.0,39.435269296,0.78,0.31,0.15
8.6,28.0,59.79825348,0.56,0.3,0.19
6.0,28.0,15.340841,1.22,0.5,0.08
8.92,3.0,32.1098822847293,0.4,0.29,0.27
3.4,28.0,32.720462532,1.39,0.54,0.09
0.0,28.0,38.804398756,0.67,0.4,0.17
10.1,28.0,61.09446836,0.45,0.3,0.22
11.64,28.0,51.021224,0.36,0.3,0.27
10.7,28.0,37.363393916,1.16,0.45,0.09
0.0,3.0,9.131420144,0.97,0.58,0.11
0.0,180.0,36.44570136,0.58,0.58,0.19
5.5,28.0,46.247292176,0.67,0.46,0.17
11.4,7.0,54.09628696,0.37,0.3,0.22
0.0,7.0,15.57526284,0.61,0.61,0.16
11.33,3.0,15.340841,0.72,0.46,0.12
7.84,100.0,47.8151606,0.75,0.47,0.11
0.0,3.0,15.049192652,0.55,0.55,0.19
11.66,3.0,17.36790044,0.72,0.4,0.12
7.48,14.0,24.98661024,0.85,0.56,0.1
28.2,7.0,46.89815752,0.27,0.27,0.3
8.0,28.0,19.009542796,1.17,0.6,0.08
10.0,28.0,39.41734292,0.67,0.38,0.16
0.0,28.0,32.72253096,0.55,0.55,0.19
12.0,28.0,15.56836808,1.11,0.5,0.09
10.37,100.0,47.73931824,0.75,0.51,0.11
3.1,28.0,28.937997196,1.47,0.57,0.08
7.48,28.0,37.2661778,0.87,0.58,0.1
0.0,28.0,37.42475728,0.49,0.49,0.21
11.83,3.0,23.13881456,0.58,0.43,0.15
9.52,28.0,47.401475,0.59,0.42,0.17
0.0,7.0,16.889404096,1.22,0.49,0.09
8.87,100.0,52.04164848,0.58,0.44,0.16
12.1,28.0,50.69717028,0.41,0.33,0.22
10.0,28.0,52.44154456,0.57,0.38,0.19
6.0,28.0,28.629801424,1.04,0.62,0.15
0.0,180.0,39.77931782,0.69,0.48,0.22
11.66,100.0,59.30183076,0.72,0.4,0.12
18.6,56.0,64.90037588,0.36,0.28,0.24
5.75,100.0,40.14818748,0.77,0.52,0.14
0.0,90.0,25.460969728,1.88,0.75,0.06
5.85,28.0,39.300132,0.81,0.48,0.13
0.0,3.0,4.827710952,1.44,0.58,0.08
12.8,14.0,28.6822016,0.63,0.45,0.13
0.0,180.0,42.620648416,0.48,0.48,0.31
11.7,28.0,18.033934256,1.1,0.58,0.09
12.0,28.0,37.43165204,1.16,0.45,0.09
10.0,28.0,29.06830816,1.26,0.41,0.08
8.08,3.0,19.41564416,1.06,0.41,0.09
0.0,28.0,43.942373908,0.4,0.4,0.29
0.0,7.0,21.48062478,1.0,0.4,0.12
0.0,90.0,42.229026048,0.48,0.48,0.31
7.0,14.0,25.68987576,0.78,0.56,0.13
8.0,28.0,25.559564796,1.17,0.43,0.09
0.0,7.0,23.22155168,0.48,0.48,0.22
9.2,28.0,28.991086848,1.25,0.4,0.1
15.9,56.0,54.89607912,0.41,0.29,0.22
0.0,28.0,38.21075992,0.5,0.5,0.21
0.0,28.0,33.664355176,1.22,0.49,0.09
7.56,56.0,35.57006684,0.93,0.49,0.1
0.0,90.0,32.922479,0.63,0.63,0.17
0.0,7.0,13.664035368,1.44,0.58,0.08
0.0,28.0,17.96429718,1.25,0.75,0.08
0.0,28.0,22.489328168,0.49,0.49,0.2
12.0,28.0,18.0297974,1.1,0.58,0.09
0.0,365.0,56.141962252,0.67,0.6,0.21
14.3,28.0,55.49592324,0.49,0.29,0.18
12.8,56.0,42.03045696,0.63,0.45,0.13
8.71,14.0,26.31040416,0.75,0.51,0.11
0.0,14.0,59.76377968,0.32,0.32,0.31
4.567,14.0,22.13907436,0.85,0.6,0.13
9.5,7.0,35.10122316,0.52,0.33,0.2
0.0,3.0,6.280436884,1.66,0.66,0.06
0.0,14.0,12.83804312,0.82,0.82,0.13
11.1,91.0,73.29819356,0.42,0.3,0.28
9.41,28.0,34.73580088,0.58,0.43,0.16
12.0,28.0,39.45181672,1.05,0.41,0.09
0.0,7.0,50.51101176,0.28,0.28,0.29
0.0,90.0,29.39236188,0.65,0.65,0.16
0.0,28.0,27.3377234,0.58,0.58,0.2
1.72,7.0,15.0699754305414,1.02,0.58,0.12
11.33,56.0,37.2661778,0.72,0.46,0.12
0.0,7.0,35.076402024,0.53,0.48,0.28
11.64,3.0,25.02108404,0.36,0.3,0.27
11.0,28.0,37.36270444,1.15,0.45,0.09
28.2,91.0,59.19840936,0.27,0.27,0.3
0.0,90.0,39.358047984,1.38,0.55,0.08
8.48,56.0,65.697213145812,0.42,0.31,0.27
0.0,7.0,26.258003984,0.96,0.48,0.16
4.567,28.0,22.83544512,0.85,0.6,0.13
10.4,28.0,49.77327244,0.66,0.39,0.15
1.72,28.0,21.96670536,1.02,0.58,0.12
0.0,7.0,13.71367764,0.73,0.73,0.13
0.0,3.0,13.52062436,0.58,0.58,0.19
11.64,7.0,39.300132,0.36,0.3,0.27
6.35,100.0,44.20920112,0.75,0.51,0.14
0.0,14.0,20.77391188,0.63,0.63,0.18
0.0,14.0,36.93522932,0.4,0.4,0.29
5.72,14.0,17.8229546,0.72,0.33,0.09
0.0,270.0,41.15137506,0.6,0.48,0.25
11.0,28.0,32.23989776,0.73,0.55,0.16
6.47,28.0,38.20386516,0.95,0.41,0.1
9.61,3.0,18.01600788,0.72,0.4,0.12
6.86,3.0,17.9953236,0.85,0.54,0.12
0.0,90.0,37.721921436,0.69,0.48,0.22
0.0,3.0,16.10960674,0.67,0.4,0.17
0.0,3.0,16.27852836,0.57,0.57,0.21
7.48,100.0,44.27814872,0.87,0.58,0.1
0.0,90.0,47.782065752,0.81,0.49,0.14
10.4,28.0,39.421479776,0.67,0.38,0.16
11.9,28.0,37.43165204,1.16,0.45,0.09
19.0,28.0,33.75674496,1.1,0.36,0.1
7.48,3.0,12.45193656,0.85,0.56,0.1
15.0,28.0,15.526310044,1.22,0.55,0.09
9.1,28.0,9.738159024,1.25,0.65,0.09
3.93,56.0,59.5904257152707,0.43,0.33,0.31
9.9,28.0,23.835874796,0.71,0.5,0.19
0.0,28.0,22.629981272,0.91,0.55,0.11
0.0,28.0,17.275510656,1.88,0.75,0.06
8.9,28.0,61.23581094,0.53,0.35,0.19
10.1,91.0,64.90037588,0.45,0.3,0.22
0.0,3.0,3.31982694,1.66,0.66,0.07
0.0,28.0,31.6469484,0.55,0.55,0.19
8.0,28.0,44.523602176,0.41,0.28,0.17
0.0,3.0,41.63745564,0.32,0.32,0.31
5.9,28.0,41.542307952,0.74,0.42,0.16
5.72,28.0,24.24197616,0.72,0.33,0.09
0.0,28.0,31.44700036,0.58,0.58,0.18
3.57,14.0,34.23937816,1.01,0.42,0.1
0.0,14.0,16.87837248,0.99,0.53,0.09
12.7,28.0,37.917043144,1.1,0.43,0.1
0.0,7.0,14.54104884,0.49,0.49,0.2
11.0,28.0,8.53571288,1.39,0.62,0.1
0.0,3.0,6.940954892,1.11,0.66,0.1
18.6,28.0,61.79773388,0.36,0.28,0.24
0.0,90.0,49.185149412,0.75,0.6,0.19
11.4,56.0,73.69808964,0.37,0.3,0.22
9.03,28.0,58.99846132,0.45,0.34,0.21
5.69,56.0,34.20490436,0.85,0.54,0.12
0.0,7.0,25.893960656,0.67,0.4,0.19
11.1,28.0,13.202086448,1.25,0.65,0.08
12.6,28.0,32.96384756,1.18,0.46,0.09
0.0,28.0,45.854290856,0.86,0.6,0.17
8.0,28.0,25.0969264,0.57,0.57,0.17
0.0,28.0,30.079769452,0.96,0.48,0.16
9.73,56.0,48.9872698,0.99,0.4,0.1
0.0,3.0,4.903553312,1.11,0.66,0.1
5.53,100.0,42.34761592,0.75,0.54,0.14
9.41,100.0,48.97348028,0.58,0.43,0.16
6.0,28.0,42.63719584,0.62,0.46,0.18
0.0,28.0,39.699338604,0.81,0.33,0.14
0.0,3.0,12.54156844,0.63,0.63,0.17
0.0,7.0,14.98920824,0.62,0.62,0.17
0.0,28.0,25.17966352,0.63,0.63,0.18
10.0,28.0,45.304778484,0.54,0.37,0.18
10.37,56.0,44.39535964,0.75,0.51,0.11
0.0,365.0,25.08313688,0.82,0.82,0.13
10.83,56.0,39.14844728,0.94,0.47,0.09
9.88,3.0,12.5484632,0.88,0.53,0.1
14.3,56.0,66.10006412,0.49,0.29,0.18
3.0,28.0,44.86420332,0.54,0.54,0.19
0.0,7.0,14.79615496,0.63,0.63,0.16
0.0,7.0,30.14389072,0.47,0.47,0.23
5.7,28.0,40.06200298,0.66,0.47,0.2
0.0,7.0,27.742445812,0.49,0.49,0.23
8.0,28.0,29.86810032,1.33,0.43,0.09
14.32,3.0,22.752708,0.41,0.31,0.22
0.0,28.0,36.964187312,0.81,0.49,0.15
12.1,56.0,55.19944856,0.41,0.33,0.22
0.0,28.0,21.7529678,0.67,0.67,0.17
10.16,14.0,33.72916592,0.72,0.4,0.12
5.0,28.0,57.21271848,0.59,0.39,0.2
9.5,28.0,52.826961644,0.62,0.34,0.17
0.0,90.0,29.231713972,1.88,0.75,0.06
0.0,3.0,14.98920824,0.55,0.55,0.19
10.16,100.0,50.07664188,0.72,0.4,0.12
6.47,100.0,56.06129356,0.95,0.41,0.1
14.17,14.0,42.29245784,0.58,0.42,0.13
4.46,28.0,24.8900836,0.85,0.59,0.12
7.5,28.0,26.147687824,1.24,0.46,0.08
0.0,90.0,21.94602108,0.82,0.82,0.13
23.4,56.0,60.19814956,0.34,0.27,0.2
0.0,7.0,52.61391356,0.32,0.32,0.31
7.48,56.0,33.96358776,0.85,0.56,0.1
0.0,180.0,24.10408096,0.82,0.82,0.13
6.35,3.0,13.12072828,0.75,0.51,0.14
8.19,100.0,48.67011084,0.94,0.49,0.1
8.0,28.0,26.233182848,1.17,0.43,0.09
9.45,28.0,67.86512268,0.64,0.3,0.15
32.2,28.0,66.89985628,0.29,0.24,0.28
9.5,91.0,67.79617508,0.52,0.33,0.2
7.77,56.0,35.34253976,0.85,0.51,0.1
7.91,28.0,41.40992856,0.98,0.4,0.09
18.0,28.0,15.41668336,1.1,0.5,0.08
7.0,28.0,30.2335226,0.78,0.56,0.13
5.33,3.0,8.48744956,0.77,0.55,0.14
16.0,28.0,17.95395504,1.07,0.55,0.08
6.0,28.0,28.62704352,1.04,0.62,0.15
6.1,28.0,23.696600644,1.3,0.49,0.09
11.0,28.0,31.41942132,0.75,0.55,0.19
11.3,28.0,35.314271244,1.27,0.41,0.1
0.0,7.0,26.0621928,0.5,0.5,0.21
7.6,28.0,53.57917996,0.57,0.34,0.17
8.0,28.0,29.72331036,1.34,0.42,0.09
8.0,28.0,12.17614616,1.21,0.7,0.08
0.0,120.0,40.85834776,0.55,0.55,0.19
4.49,3.0,10.76272036,1.06,0.54,0.09
0.0,7.0,12.73462172,0.73,0.73,0.13
2.5,28.0,61.88736576,0.3,0.3,0.31
8.0,28.0,52.42086028,0.58,0.39,0.19
2.0,28.0,26.91714304,1.16,0.53,0.08
0.0,28.0,27.53077668,0.63,0.63,0.17
7.1,28.0,23.524231644,1.23,0.51,0.09
9.0,28.0,44.27814872,0.65,0.37,0.17
6.86,28.0,56.83350668,0.35,0.35,0.32
0.0,7.0,24.00065956,0.48,0.48,0.21
8.92,28.0,72.09850532,0.4,0.29,0.27
7.84,56.0,45.08483564,0.75,0.47,0.11
7.0,28.0,24.3385028,1.48,0.44,0.11
5.33,28.0,27.22051248,0.77,0.55,0.14
11.61,56.0,61.45989064,0.41,0.31,0.22
9.0,28.0,37.16965116,0.77,0.46,0.17
11.1,7.0,56.09576736,0.42,0.3,0.28
0.0,3.0,6.8085755,0.96,0.58,0.12
6.86,56.0,50.77301264,0.85,0.54,0.12
8.8,28.0,19.98790924,1.38,0.58,0.09
0.0,28.0,18.41590396,0.82,0.82,0.13
0.0,7.0,20.416073836,0.81,0.49,0.14
11.33,100.0,46.2293658,0.72,0.46,0.12
0.0,3.0,24.39366088,0.4,0.4,0.29
0.0,28.0,27.874825204,1.44,0.58,0.08
3.4,28.0,44.868340176,0.54,0.54,0.19
6.86,100.0,53.90323368,0.85,0.54,0.12
0.0,28.0,55.94408264,0.36,0.36,0.3
10.0,28.0,49.77327244,0.66,0.39,0.15
0.0,7.0,15.748321316,1.22,0.49,0.1
12.35,56.0,44.14025352,0.58,0.42,0.13
0.0,28.0,29.89223198,1.44,0.58,0.08
4.14,3.0,21.29101888,0.91,0.44,0.09
5.8,28.0,35.22532884,1.69,0.55,0.09
0.0,90.0,32.102692036,1.11,0.66,0.1
11.19,100.0,66.9481196,0.58,0.4,0.15
8.71,100.0,42.919881,0.75,0.51,0.11
0.0,7.0,14.49968028,0.66,0.66,0.15
0.0,7.0,7.83934212,0.9,0.9,0.1
0.0,28.0,30.57136584,0.57,0.57,0.18
6.35,56.0,36.63875464,0.75,0.51,0.14
0.0,28.0,31.97100212,0.57,0.57,0.21
8.2,28.0,41.36856,0.31,0.31,0.32
5.72,3.0,7.74971024,0.72,0.33,0.09
10.0,28.0,30.6472082,1.25,0.37,0.11
11.64,28.0,44.42293868,0.36,0.3,0.27
10.16,56.0,46.6430514,0.72,0.4,0.12
3.93,7.0,37.92118,0.41,0.31,0.32
0.0,28.0,43.69898888,0.47,0.47,0.23
0.0,180.0,51.04190828,0.4,0.4,0.29
9.52,3.0,21.91154728,0.59,0.42,0.17
0.0,28.0,27.935499092,1.02,0.41,0.11
0.0,180.0,27.62730332,0.78,0.78,0.14
8.0,28.0,41.05140104,0.57,0.39,0.19
0.0,7.0,19.539060364,1.0,0.4,0.13
8.1,28.0,56.619079644,0.59,0.39,0.2
0.0,28.0,32.626693796,0.96,0.38,0.11
0.0,28.0,24.281965768,1.11,0.66,0.1
0.0,28.0,18.19871902,1.37,0.55,0.07
0.0,180.0,61.92183956,0.36,0.36,0.3
15.9,3.0,28.59946448,0.41,0.29,0.22
6.13,56.0,31.35047372,0.85,0.56,0.13
0.0,28.0,41.684340008,1.0,0.4,0.13
6.7,28.0,39.056057496,0.51,0.51,0.21
22.0,56.0,79.40005616,0.37,0.25,0.23
10.91,28.0,59.49488404,0.43,0.3,0.21
0.0,270.0,38.407950056,0.96,0.48,0.16
0.0,3.0,24.404692496,0.4,0.4,0.29
12.1,91.0,57.59882504,0.41,0.33,0.22
0.0,28.0,24.290928956,1.66,0.66,0.07
9.2,28.0,43.798273424,0.65,0.37,0.18
8.0,28.0,41.053469468,0.57,0.39,0.19
9.1,28.0,12.459520796,1.25,0.65,0.09
10.3,56.0,54.76507868,0.36,0.3,0.27
0.0,28.0,33.60506024,0.55,0.55,0.19
11.0,28.0,13.19657064,1.25,0.65,0.08
0.0,7.0,21.819846972,0.88,0.35,0.13
6.13,14.0,22.31833812,0.85,0.56,0.13
0.0,90.0,54.27555072,0.4,0.4,0.29
7.0,28.0,42.13387836,0.61,0.43,0.17
0.0,7.0,7.507014688,1.37,0.55,0.07
0.0,7.0,23.523542168,0.67,0.4,0.17
3.57,100.0,49.99390476,1.01,0.42,0.1
16.0,28.0,13.45857152,1.11,0.5,0.09
0.0,7.0,25.422359072,0.78,0.31,0.15
5.0,28.0,33.3016908,1.36,0.36,0.08
9.8,28.0,30.12320644,0.64,0.48,0.18
5.69,28.0,24.90387312,0.85,0.54,0.12
17.9,28.0,47.27736932,0.5,0.33,0.2
0.0,180.0,26.74477404,0.67,0.67,0.17
6.0,28.0,23.69039536,1.3,0.49,0.09
5.7,28.0,29.15794004,1.27,0.48,0.08
0.0,14.0,27.923778,0.48,0.48,0.22
9.1,28.0,23.786922,1.25,0.57,0.09
9.88,56.0,38.56239268,0.85,0.51,0.1
0.0,360.0,44.296075096,0.97,0.58,0.11
0.0,180.0,38.99676256,0.58,0.58,0.18
0.0,28.0,20.87043852,0.73,0.73,0.13
11.5,28.0,37.265488324,0.57,0.41,0.19
8.0,28.0,40.925226932,0.57,0.39,0.19
0.0,28.0,25.96566616,0.69,0.69,0.15
0.0,7.0,18.91232668,0.63,0.63,0.16
0.0,28.0,31.966865264,0.58,0.58,0.19
0.0,120.0,38.70028788,0.62,0.62,0.17
0.0,90.0,36.588422892,1.44,0.58,0.08
8.9,7.0,55.59934464,0.38,0.3,0.29
0.0,28.0,39.58281716,0.49,0.49,0.23
0.0,7.0,17.43684804,0.58,0.58,0.18
0.0,28.0,38.70028788,0.59,0.35,0.19
0.0,3.0,14.39625888,0.99,0.53,0.09
3.93,7.0,33.4888342847293,0.43,0.33,0.31
0.0,180.0,40.759063216,0.6,0.48,0.25
0.0,180.0,41.719503284,0.97,0.58,0.11
6.0,28.0,21.91154728,1.45,0.45,0.08
0.0,28.0,25.17966352,0.63,0.63,0.16
6.0,28.0,26.8550902,1.31,0.51,0.09
7.77,14.0,21.0634918,0.85,0.51,0.1
0.0,180.0,52.1243856,0.67,0.6,0.21
10.9,28.0,44.611855104,1.22,0.4,0.09
6.86,14.0,30.38520732,0.85,0.54,0.12
13.93,3.0,25.510612,0.41,0.31,0.22
0.0,7.0,24.00065956,0.49,0.49,0.21
0.0,100.0,43.0577762,0.57,0.57,0.21
7.56,100.0,45.3675208,0.93,0.49,0.1
5.75,3.0,11.98309288,0.77,0.52,0.14
0.0,3.0,13.5654403,0.81,0.49,0.14
20.8,28.0,55.64760796,0.42,0.29,0.25
0.0,28.0,37.437857324,0.49,0.49,0.21
12.25,28.0,55.45455468,0.41,0.31,0.19
9.5,28.0,49.89737812,0.52,0.33,0.2
0.0,3.0,9.86640156,0.62,0.62,0.17
11.61,28.0,57.02655996,0.36,0.3,0.27
0.0,90.0,43.377003588,1.22,0.49,0.09
11.4,28.0,68.4994406,0.37,0.3,0.22
5.46,3.0,13.3955337152707,0.63,0.41,0.17
15.0,28.0,27.67556664,1.1,0.41,0.1
0.0,180.0,48.695621452,0.86,0.6,0.17
0.0,90.0,34.6806428,0.62,0.62,0.17
0.0,28.0,47.813781648,0.75,0.6,0.19
11.2,56.0,72.99482412,0.51,0.3,0.16
0.0,90.0,50.45930106,0.67,0.6,0.21
13.93,7.0,45.89841732,0.41,0.31,0.22
4.0,28.0,67.568648,0.28,0.28,0.27
4.46,56.0,29.44751996,0.85,0.59,0.12
0.0,1.0,6.26733684,0.48,0.48,0.22
9.88,28.0,28.46846404,0.85,0.51,0.1
9.0,28.0,9.73540112,1.25,0.65,0.09
0.0,180.0,41.05140104,0.55,0.55,0.19
0.0,90.0,33.116911232,0.96,0.48,0.16
3.0,28.0,31.02642,1.47,0.57,0.08
9.9,56.0,56.8472962,0.58,0.4,0.15
0.0,7.0,33.21205892,0.4,0.4,0.29
0.0,90.0,43.565230536,1.22,0.49,0.1
0.0,90.0,35.76312012,0.62,0.62,0.17
10.83,14.0,23.5111316,0.94,0.47,0.09
0.0,90.0,50.526869708,0.67,0.4,0.17
5.53,28.0,29.21999288,0.75,0.54,0.14
0.0,3.0,14.306627,0.58,0.58,0.18
7.79,100.0,53.65502232,1.05,0.41,0.1
11.66,56.0,51.25564584,0.75,0.41,0.12
6.72,14.0,26.77235308,0.75,0.49,0.13
0.0,3.0,33.79811352,0.36,0.36,0.3
6.0,28.0,35.22532884,1.69,0.55,0.09
6.72,3.0,15.43736764,0.75,0.49,0.13
15.0,28.0,27.681082448,1.1,0.41,0.09
7.77,28.0,26.40003604,0.85,0.51,0.1
9.5,56.0,59.89478012,0.52,0.33,0.2
0.0,90.0,37.91428524,0.58,0.58,0.18
9.5,28.0,58.52272288,0.34,0.34,0.28
0.0,7.0,17.165883972,0.96,0.58,0.11
0.0,7.0,14.843728804,0.63,0.63,0.16
11.1,28.0,31.875164956,0.7,0.52,0.18
8.9,28.0,44.284354004,0.65,0.37,0.17
5.69,14.0,20.91870184,0.85,0.54,0.12
0.0,365.0,53.692254024,1.2,0.6,0.12
0.0,28.0,22.43554904,0.66,0.66,0.15
8.48,3.0,32.0113857152707,0.42,0.31,0.26
7.0,28.0,40.93419012,0.59,0.42,0.16
0.0,28.0,21.066249704,1.17,0.47,0.09
0.0,7.0,21.16001844,0.55,0.55,0.19
6.13,28.0,24.53845084,0.85,0.56,0.13
0.0,90.0,42.32693164,1.2,0.6,0.12
12.35,14.0,33.35684888,0.58,0.42,0.13
0.0,14.0,27.04124872,0.58,0.58,0.19
5.2,28.0,51.021224,0.34,0.34,0.31
23.4,91.0,62.5009994,0.34,0.27,0.2
10.0,28.0,45.2985732,0.54,0.37,0.18
0.0,180.0,41.836714204,0.53,0.48,0.28
0.0,90.0,47.714497104,0.81,0.49,0.15
10.0,28.0,16.49916068,1.43,0.54,0.1
0.0,7.0,24.065470304,0.49,0.49,0.21
0.0,3.0,14.143910664,0.67,0.4,0.19
8.4,28.0,29.726068264,1.33,0.42,0.09
4.567,3.0,10.38350856,0.85,0.6,0.13
7.0,28.0,43.57833058,0.69,0.39,0.17
0.0,3.0,9.561653168,1.0,0.4,0.13
8.48,7.0,39.0046422847293,0.42,0.31,0.27
10.3,28.0,53.38612668,0.36,0.3,0.27
11.0,28.0,40.86524252,0.54,0.39,0.23
0.0,3.0,26.0621928,0.4,0.4,0.29
5.53,56.0,38.32797084,0.75,0.54,0.14
0.0,28.0,28.23748958,1.38,0.55,0.08
8.08,100.0,55.0201848,1.06,0.41,0.09
5.75,28.0,29.65436276,0.75,0.51,0.14
10.6,28.0,32.245413568,0.73,0.55,0.16
5.2,28.0,60.28088668,0.33,0.33,0.3
0.0,90.0,48.79421652,0.49,0.49,0.23
9.52,100.0,56.7438748,0.59,0.42,0.17
0.0,360.0,41.24445432,0.58,0.58,0.18
10.3,28.0,74.69782984,0.57,0.3,0.2
11.0,28.0,32.76389952,1.11,0.51,0.09
11.2,3.0,24.40055564,0.51,0.3,0.16
11.99,14.0,42.21661548,0.58,0.39,0.13
9.88,100.0,33.56369168,0.88,0.53,0.1
8.9,28.0,68.29949256,0.38,0.3,0.29
10.0,28.0,38.45897128,0.54,0.4,0.18
